movie_id,movie_title,franchise,release_year,release_date,decade,movie_type,genre,sub_genre,runtime_minutes,rating,language,country,director,producer,composer,lead_actor,lead_actress,animation_type,studio,budget_million_usd,box_office_million_usd,production_cost_million_usd,marketing_cost_million_usd,opening_weekend_million_usd,domestic_box_office_million_usd,international_box_office_million_usd,roi_percent,imdb_rating,rotten_tomatoes_score,metacritic_score,audience_score,cinemas_released,streaming_platform,streaming_release_date,disney_plus_available,awards_won,oscar_nominations,oscar_wins,soundtrack_popularity,number_of_songs,has_post_credit_scene,villain_name,main_character,princess_movie,animal_sidekick,magic_theme,musical,family_friendly,based_on_book,based_on_true_story,remake,sequel,prequel,cinematic_universe,target_age_group,merchandise_sales_million_usd,theme_park_attraction,theme_park_name,video_game_adaptation,mobile_game_available,global_popularity_index,fan_rating,critic_rating,rewatchability_score,cultural_impact_score,social_media_mentions_million,search_popularity,holiday_release,summer_release,streaming_hours_million,home_media_sales_million,inflation_adjusted_box_office_million,profit_million,profit_category,success_category
DIS00098,Toy Story 3,Toy Story,1976,1976-02-20,1970s,Short Film,Sci-Fi,Buddy Comedy,166,PG-13,Multiple,Canada,Kirk Wise,Kathleen Kennedy,Patrick Doyle,Idris Elba,Halle Bailey,Stop Motion,Walt Disney Pictures,318.7,876.0,281.6,128.5,73.5,299.2,576.8,113.6,8.5,83,89,95,1634,DisneyNOW,1976-08-29,No,2,1,0,100,14,No,Hades,Bob Parr,No,Yes,No,Yes,No,No,No,No,Yes,No,None,Family,95.9,No,None,No,No,55.6,8.4,7.7,5.5,5.8,12.45,56,No,No,0.0,109.2,1971.0,465.9,High Profit,Hit
DIS00099,Hocus Pocus 4,Hocus Pocus,1953,1953-04-17,1950s,Animated,Comedy,Fairy Tale,168,G,English,Canada,Craig Gillespie,Roy Conli,Christophe Beck,Josh Gad,Anne Hathaway,3D CGI,Pixar Animation Studios,397.4,397.5,367.7,108.8,67.8,199.2,198.3,-16.6,7.6,63,82,66,1211,Disney+,1953-08-23,Yes,1,1,0,47,9,No,Shan Yu,Tiana,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,No,None,Everyone,87.0,No,None,No,No,34.0,8.0,6.4,4.6,2.8,3.36,26,No,No,12.9,46.2,1122.9,-79.0,Loss,Average
DIS00100,Adventures of Stardust 3,Adventures of Stardust,1956,1956-01-12,1950s,Live Action,Family,Buddy Comedy,88,PG,English,Canada,Byron Howard,Jason Owen,James Newton Howard,Dwayne Johnson,Idina Menzel,None,Disney Channel Productions,212.7,2336.5,201.2,65.0,282.4,1452.7,883.8,777.7,5.1,34,28,59,3372,Disney+,1956-07-05,Yes,0,0,0,50,11,No,Scar,Cinderella,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,None,Family,131.1,Yes,Disneyland,Yes,No,88.8,5.2,3.6,9.2,8.6,22.0,94,No,No,44.4,184.6,6425.4,2070.3,Massive Profit,Mega Blockbuster
DIS00101,Fantasia,Fantasia,1960,1960-12-12,1960s,Live Action,Fantasy,Heist,145,PG-13,English,UK,Chris Buck,Peter Del Vecho,Randy Newman,Robert Downey Jr.,Anne Hathaway,None,Lucasfilm,300.0,1143.1,255.7,86.6,119.6,486.8,656.3,233.9,5.9,53,58,54,666,Disney+,1961-11-16,Yes,0,0,0,100,12,No,Mother Gothel,Belle,Yes,Yes,Yes,Yes,No,No,No,No,No,No,None,Family,158.7,No,None,No,No,53.6,5.7,5.8,6.7,5.8,20.57,52,Yes,No,62.7,177.8,3029.2,800.8,Massive Profit,Hit
DIS00102,Robin Hood,Standalone,1949,1949-10-18,1940s,Remake,Romance,Fairy Tale,96,G,English,Canada,Marc Webb,Kevin Feige,Alan Menken,Tom Holland,Emma Watson,None,Lucasfilm,410.0,546.2,360.6,125.0,40.7,321.6,224.6,12.5,6.5,54,47,57,4228,DisneyNOW,1950-05-19,No,0,0,0,54,0,No,Judge Frollo,Simba,No,No,No,No,Yes,Yes,No,Yes,No,No,None,Everyone,106.8,No,None,No,No,43.1,6.4,5.1,3.1,4.5,7.03,45,No,No,0.0,83.6,1597.6,60.6,Low Profit,Average
DIS00103,Spirit of Dreams: Journey,Spirit of Dreams,1965,1965-06-16,1960s,Live Action,Action,Road Trip,121,PG,English,USA,Nathan Greno,Jared Bush,Germaine Franco,Josh Gad,Zendaya,None,Disneytoon Studios,408.8,285.5,366.1,175.3,26.0,133.8,151.7,-47.3,7.9,74,75,81,1723,Disney+ Hotstar,1965-12-01,Yes,5,2,0,59,0,No,Hans,Riley,No,No,No,No,Yes,No,No,No,No,No,None,Teen,30.5,No,None,No,No,34.3,7.9,6.8,2.5,3.3,6.4,30,No,Yes,22.1,34.6,720.9,-255.9,Loss,Flop
DIS00104,Star Wars,Star Wars,1939,1939-01-12,1930s,Disney Channel Original,Fantasy,Heist,189,PG,English,USA,Nathan Greno,Kathleen Kennedy,Thomas Newman,Josh Gad,Zendaya,3D CGI,Pixar Animation Studios,244.3,347.2,211.6,49.2,15.7,115.4,231.8,33.1,6.1,46,53,59,1499,Disney+,1939-09-07,Yes,0,0,0,75,14,No,Shan Yu,WALL-E,No,No,Yes,Yes,Yes,No,No,No,No,No,Star Wars Universe,Family,74.5,No,None,No,No,27.0,6.0,4.4,3.8,3.4,7.53,24,No,No,11.2,53.8,1102.4,86.4,Medium Profit,Average
DIS00105,High School Musical,Standalone,2020,2020-11-04,2020s,Live Action,Family,Time Travel,81,PG,English,USA,Dean DeBlois,Jason Owen,Germaine Franco,Josh Gad,Halle Bailey,None,20th Century Studios,224.5,158.6,193.2,91.8,21.0,87.6,71.0,-44.4,7.4,71,63,84,778,Disney+,2021-08-22,Yes,2,1,0,52,6,No,Shan Yu,Winnie the Pooh,No,No,No,Yes,Yes,No,No,No,No,No,None,Everyone,21.7,No,None,No,No,25.9,7.2,6.8,3.3,1.8,7.5,32,Yes,No,15.6,11.6,182.4,-126.4,Loss,Flop
DIS00106,The Chronicles of Narnia,The Chronicles of Narnia,2016,2016-12-16,2010s,Live Action,Comedy,Time Travel,113,PG,English,India,Niki Caro,Osnat Shurer,Thomas Newman,Idris Elba,Emma Watson,None,Pixar Animation Studios,439.4,313.1,397.5,95.3,38.5,184.7,128.4,-36.5,9.5,100,92,100,1523,Disney+,2017-03-31,Yes,1,2,1,74,9,No,Chernabog,Bob Parr,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,None,Everyone,135.9,No,None,No,No,45.2,9.1,9.5,5.1,3.7,16.3,48,Yes,No,41.5,39.7,391.4,-179.7,Loss,Flop
DIS00107,High School Musical,High School Musical,2011,2011-07-27,2010s,Pixar,Animation,Mystery,121,G,English,Canada,Craig Gillespie,Peter Del Vecho,Hans Zimmer,Chris Pratt,Anne Hathaway,Hybrid,Lucasfilm,364.1,1687.5,276.1,109.7,110.2,590.9,1096.6,337.4,8.1,80,67,96,2414,Theatrical Only,,No,1,0,0,86,6,No,Jafar,Snow White,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,None,Kids,130.8,Yes,Tokyo Disneyland,Yes,Yes,74.9,7.5,8.1,6.7,5.9,22.46,92,No,Yes,0.0,171.5,2320.3,1301.7,Massive Profit,Blockbuster
DIS00108,The Magic the North,The Magic the North,2017,2017-10-07,2010s,Remake,Family,Fairy Tale,93,G,English,USA,Rob Marshall,Kevin Feige,Michael Giacchino,Jason Segel,Angelina Jolie,None,20th Century Studios,6.4,24.8,5.8,2.6,3.9,12.7,12.1,195.2,7.4,96,60,69,4061,Disney+,2018-06-11,Yes,3,0,0,71,0,No,Gaston,Winnie the Pooh,No,Yes,Yes,No,Yes,Yes,No,Yes,No,No,None,Family,32.2,No,None,No,No,24.9,7.1,9.3,2.7,2.5,5.77,29,No,No,9.0,3.7,30.4,16.4,Massive Profit,Hit
DIS00109,Pirates of the Caribbean,Pirates of the Caribbean,2015,2015-12-14,2010s,Pixar,Romance,Heist,101,G,Multiple,UK,Marc Webb,Yvett Merino,Patrick Doyle,Idris Elba,Anne Hathaway,Hybrid,Lucasfilm,221.3,550.1,190.0,80.7,49.3,169.1,381.0,103.2,5.8,53,43,50,3363,Disney+,2016-07-07,Yes,0,0,0,34,0,No,Maleficent,Bob Parr,No,No,Yes,No,Yes,No,Yes,No,No,No,None,Teen,75.9,No,None,No,No,32.0,6.2,4.3,4.0,2.8,3.33,46,Yes,No,15.4,90.2,701.4,279.4,High Profit,Hit
DIS00110,Cinderella,Cinderella,1986,1986-06-17,1980s,Short Film,Adventure,Mystery,83,PG,French,USA,Niki Caro,Osnat Shurer,Thomas Newman,Robert Downey Jr.,Auli'i Cravalho,3D CGI,Walt Disney Animation Studios,341.6,599.9,310.7,132.1,70.6,385.9,214.0,35.5,8.0,72,72,81,1986,Disney+ Hotstar,1987-06-09,Yes,1,0,0,51,0,No,Hades,Carl Fredricksen,No,No,Yes,No,Yes,Yes,No,No,Yes,No,None,Family,61.3,No,None,No,No,42.6,7.7,8.4,3.5,4.3,4.91,44,No,Yes,13.9,57.7,1199.8,157.1,Medium Profit,Average
DIS00111,Tale of Wonders,Tale of Wonders,1950,1950-09-16,1950s,Remake,Adventure,Superhero,165,G,English,USA,John Musker,Jonas Rivera,Lin-Manuel Miranda,Idris Elba,Auli'i Cravalho,None,20th Century Studios,110.1,135.6,83.5,30.7,15.3,46.5,89.1,18.7,4.6,38,32,35,3814,Theatrical Only,,No,0,0,0,41,4,No,Scar,Snow White,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,None,Family,18.5,No,None,No,No,14.8,4.9,3.7,1.0,3.0,1.65,18,No,No,0.0,20.2,393.2,21.4,Low Profit,Average
DIS00112,The Magic the Isles 2,The Magic the Isles,2019,2019-01-18,2010s,Remake,Action,Heist,182,PG-13,English,Canada,Craig Gillespie,Yvett Merino,Thomas Newman,Ewan McGregor,Lily James,3D CGI,Marvel Studios,296.3,733.5,271.3,131.1,95.6,358.9,374.6,82.3,6.3,43,68,61,2482,Disney+,2019-07-08,Yes,0,0,0,50,2,Yes,Mother Gothel,Merida,Yes,No,Yes,No,No,No,No,Yes,No,No,Marvel Cinematic Universe,Teen,68.0,No,None,No,No,36.3,6.4,4.3,3.2,2.8,7.66,36,No,No,24.3,57.3,861.9,331.1,High Profit,Hit
DIS00113,Spirit of the Sea: Journey,Spirit of the Sea,2007,2007-07-24,2000s,Pixar,Sci-Fi,Heist,174,PG,Hindi,UK,Andrew Stanton,Kathleen Kennedy,James Newton Howard,Robert Downey Jr.,Anne Hathaway,Hybrid,Disney Channel Productions,59.3,24.3,49.6,16.3,1.6,9.3,15.0,-63.1,8.2,84,81,92,2142,Theatrical Only,,No,2,2,0,32,2,No,Gaston,Hiro,No,Yes,No,No,Yes,No,No,No,Yes,No,None,Kids,48.4,No,None,No,No,32.7,8.1,8.7,1.9,2.5,4.78,15,No,Yes,0.0,3.9,35.8,-41.6,Loss,Flop
DIS00114,Mulan,Standalone,1943,1943-06-19,1940s,Pixar,Adventure,Heist,105,PG-13,English,India,Pete Docter,Jonas Rivera,Patrick Doyle,Johnny Depp,Anne Hathaway,Stop Motion,Walt Disney Pictures,337.0,2080.1,254.4,126.7,111.0,631.2,1448.9,445.8,6.5,52,58,64,1501,Disney+,1944-07-16,Yes,1,0,0,54,2,No,Cruella de Vil,Miguel,No,Yes,No,No,No,Yes,No,No,No,No,None,Kids,255.7,No,None,No,No,97.8,6.8,4.9,10.0,10.0,33.98,100,No,Yes,109.7,304.9,6396.3,1699.0,Massive Profit,Blockbuster
DIS00115,Tale of the Sea 4,Tale of the Sea,1982,1982-01-06,1980s,Animated,Adventure,Mystery,112,G,English,USA,Jon Favreau,Jason Owen,Michael Giacchino,Chris Pratt,Zoe Saldana,Hybrid,20th Century Studios,440.2,484.2,359.3,131.8,69.5,209.1,275.1,-1.4,4.4,28,27,30,1345,DisneyNOW,1983-01-19,No,0,0,0,90,14,No,Mother Gothel,Riley,No,No,No,Yes,Yes,No,No,No,Yes,No,None,Teen,67.6,No,None,No,No,26.8,4.3,3.3,1.9,2.8,3.36,33,No,No,0.0,89.5,1016.8,-6.9,Loss,Average
DIS00116,101 Dalmatians,101 Dalmatians,1993,1993-06-06,1990s,Short Film,Animation,Buddy Comedy,83,PG,English,USA,Rich Moore,Jared Bush,Michael Giacchino,Chris Evans,Emma Stone,Hybrid,Walt Disney Pictures,126.5,159.2,101.7,45.8,19.9,100.5,58.7,7.9,7.8,78,86,69,1560,Theatrical Only,,No,1,0,0,62,1,No,Mother Gothel,Woody,No,Yes,Yes,No,Yes,No,No,No,No,No,None,Kids,58.3,No,None,No,No,17.8,8.2,7.9,1.0,2.6,1.86,12,No,Yes,0.0,18.8,290.5,11.7,Low Profit,Average
DIS00117,Treasure Planet,Treasure Planet,1995,1995-10-26,1990s,Pixar,Romance,Time Travel,104,G,Multiple,UK,Nathan Greno,Jason Owen,Patrick Doyle,Josh Gad,Idina Menzel,Hybrid,Lucasfilm,394.3,423.2,319.9,82.3,63.4,233.4,189.8,5.2,6.9,38,63,71,3655,Disney+,1996-10-17,Yes,3,1,1,66,0,No,Jafar,Nemo,No,No,Yes,No,Yes,No,No,No,Yes,No,None,Family,61.9,No,None,No,No,35.9,6.9,4.3,3.3,4.3,14.08,48,No,No,22.8,29.7,751.2,21.0,Low Profit,Average
DIS00118,Ratatouille 3,Ratatouille,1975,1975-01-10,1970s,Short Film,Sci-Fi,Road Trip,121,PG,English,Canada,Andrew Stanton,Roy Conli,Randy Newman,Dwayne Johnson,Auli'i Cravalho,Hybrid,Disney Channel Productions,114.4,435.0,98.8,28.4,58.9,230.3,204.7,242.0,6.8,60,65,65,3674,Disney+,1975-11-19,Yes,1,1,0,44,0,No,Ursula,Remy,No,No,No,No,Yes,Yes,No,No,No,No,None,Kids,30.1,No,None,No,No,30.3,6.8,6.0,3.9,4.5,9.78,26,No,No,10.1,50.7,989.6,307.8,Massive Profit,Hit
DIS00119,Legend of the Forest,Standalone,2020,2020-03-07,2020s,Disney Channel Original,Family,Superhero,129,G,English,India,Brad Bird,Yvett Merino,Thomas Newman,Ewan McGregor,Sofia Carson,2D,Lucasfilm,167.0,642.7,143.4,50.7,26.4,195.2,447.5,231.1,7.8,75,73,73,3815,DisneyNOW,2020-10-25,No,1,1,0,52,11,Yes,Cruella de Vil,Moana,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,None,Kids,141.8,No,None,No,No,45.1,8.0,7.2,7.0,5.2,11.49,51,No,No,0.0,62.9,739.1,448.6,Massive Profit,Hit
DIS00120,The Golden Dreams 2,The Golden Dreams,1999,1999-10-01,1990s,Live Action,Action,Sports,158,PG-13,Hindi,UK,Jennifer Lee,Peter Del Vecho,Christophe Beck,Ewan McGregor,Zendaya,None,Marvel Studios,430.1,472.9,338.7,137.5,49.4,167.9,305.0,-0.7,6.1,46,47,52,1596,Theatrical Only,,No,0,1,0,56,10,Yes,None,Aurora,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Marvel Cinematic Universe,Everyone,64.2,No,None,No,No,33.6,6.3,4.4,1.5,3.6,9.5,38,No,No,0.0,52.2,792.1,-3.3,Loss,Average
DIS00121,Atlantis,Atlantis,1974,1974-03-17,1970s,Short Film,Romance,Heist,72,PG,English,India,Craig Gillespie,Jonas Rivera,Randy Newman,Robert Downey Jr.,Auli'i Cravalho,2D,20th Century Studios,308.6,822.2,282.5,67.4,78.8,531.3,290.9,135.0,5.8,46,45,54,1697,Disney+,1975-01-05,Yes,0,0,0,63,9,Yes,Yzma,Aladdin,No,No,Yes,Yes,Yes,No,No,No,Yes,No,None,Kids,130.3,No,None,No,No,40.8,6.1,4.9,4.0,3.9,6.02,40,No,No,22.2,136.7,1891.1,472.3,High Profit,Hit
DIS00122,The Enchanted the Sea 3,The Enchanted the Sea,1963,1963-03-12,1960s,Remake,Drama,Fairy Tale,105,G,Japanese,India,Jennifer Lee,Jonas Rivera,James Newton Howard,Josh Gad,Kristen Bell,None,20th Century Studios,113.8,360.6,97.2,38.5,57.1,206.4,154.2,165.7,7.0,86,65,78,2233,Theatrical Only,,No,2,1,1,14,8,No,Dr. Facilier,Snow White,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,None,Everyone,115.2,No,None,No,No,36.3,7.4,8.3,3.9,4.0,10.84,26,No,No,0.0,24.6,928.5,224.9,Massive Profit,Hit
DIS00123,The Golden Wonders 4,The Golden Wonders,1947,1947-01-11,1940s,Remake,Sci-Fi,Road Trip,174,PG,English,USA,Pete Docter,Roy Conli,Hans Zimmer,Chris Evans,Emma Stone,None,Disneytoon Studios,367.6,1226.3,343.4,111.0,98.9,629.8,596.5,169.9,7.4,69,75,71,1795,DisneyNOW,1947-12-25,No,3,1,0,53,0,No,Scar,Aladdin,No,No,No,No,Yes,Yes,No,Yes,Yes,No,None,Everyone,163.4,No,None,Yes,No,61.3,7.8,6.7,6.9,5.6,19.87,59,No,No,0.0,105.1,3648.2,771.9,Massive Profit,Hit
DIS00124,The Enchanted Dreams 4,The Enchanted Dreams,1958,1958-07-07,1950s,Disney Channel Original,Fantasy,Fairy Tale,70,PG,Multiple,Japan,Kirk Wise,Jared Bush,Germaine Franco,Chris Pratt,Emma Stone,2D,Walt Disney Pictures,323.0,347.2,273.7,84.3,24.1,197.0,150.2,-3.0,7.8,82,78,74,1943,DisneyNOW,1959-03-18,No,2,0,0,70,1,No,Yzma,Cinderella,Yes,No,Yes,No,Yes,No,No,No,Yes,No,None,Family,34.1,No,None,No,No,41.6,8.0,7.9,4.2,3.4,15.47,59,No,Yes,0.0,61.9,937.4,-10.8,Loss,Average
DIS00125,Adventures of the Forest: Forever,Adventures of the Forest,1965,1965-03-25,1960s,Animated,Animation,Road Trip,82,PG,Spanish,Japan,Craig Gillespie,Jared Bush,Randy Newman,Will Smith,Lily James,Stop Motion,Walt Disney Pictures,214.7,338.5,170.4,78.5,20.5,129.2,209.3,36.0,6.5,60,54,63,3863,Disney+,1966-01-17,Yes,0,0,0,33,0,No,Jafar,Woody,No,Yes,Yes,No,Yes,No,No,No,No,No,None,Everyone,49.9,No,None,No,No,29.9,5.9,6.0,3.0,3.1,7.87,40,No,No,24.9,18.2,854.7,89.6,Medium Profit,Average
DIS00126,Sleeping Beauty,Standalone,2008,2008-07-09,2000s,Remake,Animation,Superhero,140,G,English,USA,Nathan Greno,Roy Conli,Alan Menken,Will Smith,Sofia Carson,2D,Disney Channel Productions,403.6,755.9,364.3,105.0,87.0,451.5,304.4,61.1,7.0,53,53,75,3739,Disney+,2009-06-16,Yes,1,0,0,78,10,No,Captain Hook,Moana,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,None,Family,122.2,No,None,No,No,49.2,6.7,5.4,4.4,4.7,18.34,48,No,Yes,30.6,69.1,1096.1,286.6,Medium Profit,Average
DIS00127,Inside Out: Adventure,Inside Out,1963,1963-12-14,1960s,Live Action,Romance,Heist,138,PG,French,Canada,Lee Unkrich,Peter Del Vecho,Michael Giacchino,Robert Downey Jr.,Anne Hathaway,None,Marvel Studios,104.4,240.0,85.6,39.6,35.8,141.3,98.7,91.7,7.5,73,66,71,4437,Disney+,1964-08-06,Yes,2,1,0,13,4,Yes,Chernabog,Moana,Yes,No,No,Yes,Yes,No,No,No,Yes,No,Marvel Cinematic Universe,Family,102.8,No,None,No,No,33.6,7.0,8.1,1.9,3.7,5.07,36,Yes,No,15.3,34.0,618.0,114.8,High Profit,Hit
DIS00128,Adventures of the Isles,Standalone,1999,1999-01-26,1990s,Animated,Family,Mystery,83,PG,English,Japan,John Musker,John Lasseter,Thomas Newman,Chris Pratt,Idina Menzel,Hybrid,Marvel Studios,346.2,191.9,302.8,95.8,23.7,95.7,96.2,-51.9,7.3,70,56,62,2905,Theatrical Only,,No,0,2,0,52,14,Yes,Mother Gothel,Aurora,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Marvel Cinematic Universe,Everyone,111.2,No,None,No,No,34.6,7.1,7.4,3.1,2.6,12.58,14,No,No,0.0,17.6,321.4,-206.7,Loss,Flop
DIS00129,The Enchanted the Realm 4,The Enchanted the Realm,1980,1980-02-02,1980s,Disney Channel Original,Drama,Sports,106,G,English,USA,Gary Trousdale,Kathleen Kennedy,Germaine Franco,Ryan Reynolds,Kristen Bell,3D CGI,Walt Disney Animation Studios,149.5,435.1,121.1,66.9,20.8,139.7,295.4,131.4,5.9,51,37,41,514,Disney+,1980-07-12,Yes,0,0,0,54,2,No,Scar,Aladdin,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,None,Family,102.6,No,None,No,No,32.7,5.8,4.9,3.3,3.3,9.35,39,No,No,10.5,56.4,935.5,247.1,High Profit,Hit
DIS00130,Tale of the Isles,Tale of the Isles,1955,1955-09-21,1950s,Live Action,Family,Road Trip,76,PG-13,English,USA,Jennifer Lee,Osnat Shurer,Randy Newman,Jason Segel,Auli'i Cravalho,None,Marvel Studios,305.3,2113.5,256.0,87.4,199.9,816.5,1297.0,515.5,6.9,69,57,61,1982,Disney+,1956-01-16,Yes,0,0,0,35,0,Yes,Cruella de Vil,Riley,No,No,Yes,No,No,No,No,No,No,No,Marvel Cinematic Universe,Teen,100.7,Yes,Tokyo Disneyland,Yes,Yes,93.4,7.1,6.8,10.0,10.0,23.0,85,No,No,28.4,166.9,5865.0,1770.1,Massive Profit,Blockbuster
DIS00131,Pirates of the Caribbean,Pirates of the Caribbean,1955,1955-05-09,1950s,Disney Channel Original,Drama,Heist,113,G,English,India,Nathan Greno,Kathleen Kennedy,Germaine Franco,Ryan Reynolds,Zendaya,Stop Motion,Disneytoon Studios,322.1,762.8,248.5,99.7,52.4,345.0,417.8,119.1,6.0,54,52,47,3947,Disney+,1956-02-15,Yes,0,0,0,95,12,Yes,Cruella de Vil,Aurora,Yes,No,No,Yes,Yes,No,No,No,No,No,None,Kids,78.4,No,None,No,No,46.5,6.1,5.2,5.1,4.5,8.32,43,No,No,50.4,143.1,2116.8,414.6,High Profit,Hit
DIS00132,The Muppets,The Muppets,1991,1991-10-24,1990s,Pixar,Drama,Time Travel,172,PG,English,USA,Pete Docter,Yvett Merino,Randy Newman,Chris Pratt,Auli'i Cravalho,3D CGI,20th Century Studios,174.9,1002.5,156.3,42.8,134.4,395.0,607.5,403.5,6.1,34,51,48,3632,Disney+ Hotstar,1992-01-30,Yes,0,1,0,85,1,No,Hans,Mirabel,No,No,No,No,Yes,No,No,No,Yes,No,None,Everyone,209.1,No,None,Yes,Yes,59.8,6.5,2.7,5.3,5.4,3.25,59,No,No,33.1,114.1,1879.7,803.4,Massive Profit,Blockbuster
DIS00133,Up: Journey,Up,2000,2000-05-04,2000s,Disney Channel Original,Fantasy,Heist,111,G,Spanish,India,Rich Moore,Jason Owen,Alan Menken,Idris Elba,Emma Watson,2D,Walt Disney Animation Studios,22.8,119.0,18.6,5.1,16.2,50.9,68.1,402.1,6.1,49,53,54,1512,Theatrical Only,,No,0,0,0,32,8,No,Judge Frollo,Snow White,Yes,No,Yes,Yes,Yes,No,No,No,No,No,None,Family,52.8,No,None,No,No,18.7,5.9,5.4,2.8,2.4,1.39,3,No,No,0.0,17.8,196.3,95.3,Massive Profit,Blockbuster
DIS00134,Wreck-It Ralph,Wreck-It Ralph,1985,1985-08-17,1980s,Animated,Fantasy,Coming of Age,145,G,English,USA,Niki Caro,Roy Conli,Germaine Franco,Robert Downey Jr.,Lily James,2D,Walt Disney Animation Studios,407.4,2357.6,339.5,118.5,229.8,856.6,1501.0,414.8,5.8,49,43,52,2208,Disney+,1986-09-04,Yes,0,0,0,52,7,No,Judge Frollo,Elsa,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,None,Kids,144.3,No,None,Yes,Yes,100.0,6.3,5.5,10.0,9.0,32.42,90,No,Yes,71.0,446.8,4774.1,1899.6,Massive Profit,Blockbuster
DIS00135,Spirit of Dreams: Rises,Spirit of Dreams,1937,1937-06-04,1930s,Remake,Action,Fairy Tale,116,G,English,USA,Lee Unkrich,Jonas Rivera,James Newton Howard,Idris Elba,Halle Bailey,None,Disneytoon Studios,143.9,238.4,109.1,53.3,28.8,138.2,100.2,46.8,6.3,50,68,50,1138,Disney+,1937-09-27,Yes,1,0,0,43,7,No,Shan Yu,Belle,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,None,Teen,112.7,No,None,No,No,34.1,6.1,5.0,4.0,3.7,13.05,28,No,Yes,28.7,24.7,768.8,76.0,Medium Profit,Average
DIS00136,The Muppets: Return,The Muppets,1996,1996-04-03,1990s,Disney Channel Original,Romance,Superhero,126,PG-13,English,USA,Rob Marshall,Kathleen Kennedy,Lin-Manuel Miranda,Chris Pratt,Emma Stone,Hybrid,Walt Disney Animation Studios,95.9,731.0,74.4,38.6,77.0,265.7,465.3,546.9,4.7,32,39,30,3819,Disney+ Hotstar,1997-02-07,Yes,0,0,0,52,14,No,Hades,Belle,Yes,No,No,Yes,No,Yes,No,No,Yes,No,None,Everyone,135.7,No,None,No,No,46.0,5.0,2.8,5.4,5.3,3.19,55,No,No,19.7,93.4,1279.2,618.0,Massive Profit,Mega Blockbuster
DIS00137,Cinderella,Standalone,1991,1991-12-22,1990s,Disney Channel Original,Family,Time Travel,87,PG-13,Multiple,USA,Lee Unkrich,Jonas Rivera,James Newton Howard,Josh Gad,Halle Bailey,2D,Pixar Animation Studios,308.9,349.2,259.5,106.0,13.2,104.9,244.3,-4.5,6.8,68,47,65,1541,DisneyNOW,1992-12-26,No,1,1,0,46,2,No,Chernabog,Woody,No,Yes,No,No,No,No,Yes,No,No,No,None,Family,42.7,No,None,No,No,34.0,6.6,6.8,4.3,3.4,12.11,45,Yes,No,0.0,38.4,654.8,-16.3,Loss,Average
DIS00138,The Magic Wonders,Standalone,1958,1958-08-15,1950s,Live Action,Romance,Fairy Tale,71,PG,Spanish,Japan,Chris Buck,Peter Del Vecho,Michael Giacchino,Ewan McGregor,Zendaya,None,Disney Channel Productions,150.6,133.5,118.3,37.4,20.1,80.0,53.5,-14.3,5.2,25,34,47,2372,DisneyNOW,1959-07-30,No,0,0,0,72,2,No,Hans,Carl Fredricksen,No,No,No,No,Yes,No,No,No,No,No,None,Family,41.8,No,None,No,No,17.3,5.3,3.0,1.0,1.8,6.69,21,No,Yes,0.0,18.7,360.5,-22.2,Loss,Flop
DIS00139,Kingdom of the North: Legacy,Kingdom of the North,2001,2001-08-21,2000s,Animated,Action,Superhero,147,PG-13,English,Japan,Gary Trousdale,Kevin Feige,Thomas Newman,Josh Gad,Lily James,3D CGI,Disneytoon Studios,207.4,201.3,170.1,50.6,27.1,84.2,117.1,-8.8,7.6,67,66,76,1536,Disney+ Hotstar,2002-09-01,Yes,0,0,0,95,15,No,Shan Yu,Troy Bolton,No,Yes,Yes,Yes,No,No,No,No,Yes,No,None,Family,86.3,No,None,No,No,30.5,7.2,7.0,3.0,4.0,8.75,18,No,Yes,28.3,21.7,327.1,-19.4,Loss,Average
DIS00140,Robin Hood,Robin Hood,1977,1977-12-06,1970s,Short Film,Romance,Mystery,134,G,English,USA,Chris Buck,Kathleen Kennedy,Thomas Newman,Dwayne Johnson,Emma Stone,3D CGI,Disney Channel Productions,136.1,439.3,113.7,54.1,23.9,195.7,243.6,161.8,5.6,42,39,53,1220,Disney+,1978-08-18,Yes,0,0,0,57,7,No,Jafar,Belle,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,None,Kids,63.3,No,None,No,No,26.0,5.8,4.0,2.6,3.7,5.31,32,Yes,No,9.4,51.2,977.4,271.5,Massive Profit,Hit
